amount,hour,transaction_type,merchant_category,country,device_risk_score,ip_risk_score,account_age_days,previous_transactions,international,is_fraud
154.46,14,Online,Utilities,India,0.345,0.471,873,5,0,0
84.52,7,Online,Food,India,0.208,0.212,198,14,0,0
60.04,12,Online,Entertainment,USA,0.696,0.524,487,6,1,0
260.83,12,Online,Entertainment,India,0.338,0.37,1980,9,0,0
52.63,20,Online,Grocery,USA,0.199,0.633,1636,7,1,0
11.24,12,POS,Grocery,India,0.114,0.295,1611,13,0,0
29.87,0,POS,Grocery,India,0.406,0.222,2163,16,0,0
115.72,16,POS,Food,India,0.312,0.504,1557,12,0,0
99.04,18,POS,Utilities,UAE,0.299,0.428,2652,15,1,0
13.91,7,Online,Grocery,UAE,0.409,0.068,1708,12,1,0
32.32,2,POS,Grocery,India,0.287,0.381,1934,11,0,0
37.27,3,POS,Electronics,India,0.237,0.241,953,10,0,0
46.27,20,Bank Transfer,Electronics,India,0.18,0.371,1735,15,0,0
16.85,10,Bank Transfer,Grocery,UAE,0.47,0.402,547,7,1,0
35.57,12,Online,Food,UK,0.372,0.108,719,20,1,0
32.18,23,Online,Utilities,India,0.119,0.57,2878,14,0,0
144.25,1,ATM,Travel,Singapore,0.355,0.305,2621,15,1,0
149.77,4,POS,Grocery,India,0.266,0.302,1219,10,0,0
57.64,19,Online,Travel,India,0.292,0.134,948,21,0,0
45.06,12,POS,Travel,India,0.24,0.254,1853,8,0,0
76.7,0,Online,Electronics,India,0.092,0.541,2109,14,0,0
29.47,16,Bank Transfer,Grocery,India,0.182,0.268,99,12,0,0
21.18,3,ATM,Electronics,India,0.273,0.631,2242,11,0,0
26.04,18,Bank Transfer,Grocery,UK,0.196,0.243,111,18,1,0
35.35,19,ATM,Entertainment,UAE,0.335,0.089,135,17,1,0
20.83,19,Online,Electronics,India,0.239,0.343,1419,7,0,0
78.42,11,ATM,Grocery,India,0.284,0.304,1952,11,0,0
138.34,6,Online,Grocery,USA,0.343,0.108,1031,14,1,0
13.64,21,Online,Electronics,India,0.152,0.059,2793,18,0,0
68.38,13,POS,Food,UK,0.14,0.09,1238,5,1,0
53.52,15,Online,Travel,India,0.191,0.281,2081,19,0,0
93.83,3,POS,Travel,India,0.117,0.239,1536,12,0,0
65.83,14,Online,Food,Singapore,0.394,0.305,1430,12,1,0
15.59,13,POS,Electronics,India,0.496,0.101,876,18,0,0
18.87,7,Online,Grocery,India,0.114,0.348,1208,14,0,0
68.68,18,POS,Electronics,India,0.554,0.056,1116,11,0,0
186.57,3,POS,Travel,UK,0.426,0.175,450,7,1,0
7.28,17,Online,Utilities,UAE,0.278,0.331,2244,12,1,0
94.23,23,POS,Entertainment,India,0.15,0.408,675,12,0,0
219.12,13,Bank Transfer,Travel,India,0.241,0.064,8,12,0,0
57.22,2,Online,Travel,India,0.294,0.241,2667,11,0,0
115.61,13,Online,Grocery,USA,0.12,0.168,2096,11,1,0
33.01,12,POS,Entertainment,India,0.351,0.15,1171,11,0,0
59.18,13,ATM,Utilities,India,0.105,0.132,2219,14,0,0
13.19,6,Online,Travel,India,0.306,0.346,487,12,0,0
6.4,15,Online,Food,India,0.591,0.227,1080,11,0,0
171.19,6,POS,Travel,India,0.269,0.272,1195,10,0,0
24.9,13,ATM,Utilities,India,0.166,0.333,1410,12,0,0
42.29,14,Bank Transfer,Travel,India,0.441,0.395,1314,22,0,0
16.67,15,Online,Grocery,India,0.521,0.23,1276,7,0,0
16.28,19,POS,Utilities,India,0.364,0.295,1018,13,0,0
56.05,21,POS,Utilities,India,0.232,0.332,1200,6,0,0
32.15,18,POS,Electronics,India,0.547,0.33,51,9,0,0
97.32,19,ATM,Utilities,India,0.124,0.356,41,13,0,0
104.85,20,Bank Transfer,Travel,India,0.427,0.223,1102,14,0,0
91.91,5,Bank Transfer,Travel,India,0.366,0.27,2024,12,0,0
84.66,7,ATM,Food,India,0.181,0.019,2690,14,0,0
323.04,12,POS,Food,India,0.171,0.132,2713,13,0,0
22.93,11,Bank Transfer,Electronics,India,0.08,0.121,825,16,0,0
63.12,16,POS,Entertainment,USA,0.147,0.341,1637,12,1,0
206.99,0,POS,Entertainment,India,0.136,0.294,1087,15,0,0
236.17,3,Online,Grocery,India,0.082,0.497,192,14,0,0
16.09,17,POS,Utilities,UK,0.286,0.328,2147,11,1,0
48.8,19,ATM,Grocery,India,0.213,0.298,136,15,0,0
259.34,7,Bank Transfer,Food,UAE,0.522,0.246,468,9,1,0
110.84,7,ATM,Electronics,India,0.3,0.229,2587,15,0,0
81.07,13,ATM,Electronics,Singapore,0.382,0.127,2523,17,1,0
53.64,11,Online,Grocery,UK,0.316,0.079,1780,14,1,0
45.43,4,POS,Electronics,India,0.461,0.266,1636,10,0,0
88.96,12,ATM,Grocery,India,0.357,0.493,2212,6,0,0
51.81,19,Online,Utilities,USA,0.181,0.365,1601,12,1,0
63.91,17,Bank Transfer,Grocery,India,0.342,0.335,2222,19,0,0
72.14,19,POS,Electronics,India,0.188,0.572,383,9,0,0
33.85,15,POS,Travel,UAE,0.046,0.294,2943,15,1,0
113.54,21,Online,Travel,USA,0.122,0.207,203,18,1,0
1229.35,5,Online,Electronics,UAE,0.276,0.427,2209,12,1,0
11.28,1,ATM,Utilities,Singapore,0.516,0.195,2544,19,1,0
92.2,2,Bank Transfer,Electronics,UK,0.256,0.125,92,12,1,0
31.18,23,POS,Utilities,USA,0.471,0.247,664,7,1,0
118.8,15,Online,Entertainment,India,0.287,0.141,830,10,0,0
69.86,5,POS,Electronics,Singapore,0.3,0.392,1308,15,1,0
142.86,20,POS,Utilities,India,0.223,0.072,506,12,0,0
216.05,7,Online,Electronics,India,0.378,0.385,1523,14,0,0
80.84,14,Online,Food,India,0.292,0.395,2871,11,0,0
206.86,5,Online,Entertainment,India,0.115,0.333,72,13,0,0
6.4,2,Online,Food,UAE,0.704,0.453,2653,15,1,1
327.16,6,Online,Entertainment,India,0.488,0.337,2111,14,0,0
97.03,5,ATM,Grocery,India,0.402,0.098,1320,12,0,0
195.95,13,POS,Electronics,India,0.425,0.497,1628,8,0,0
19.69,0,POS,Food,India,0.194,0.223,463,7,0,0
29.06,5,ATM,Travel,India,0.304,0.523,2727,11,0,0
77.16,13,ATM,Utilities,USA,0.078,0.314,140,5,1,0
65.56,9,ATM,Travel,India,0.264,0.583,393,5,0,0
88.51,15,POS,Travel,India,0.438,0.329,2119,11,0,0
197.26,15,Online,Travel,India,0.169,0.215,505,7,0,0
11.41,23,Bank Transfer,Entertainment,India,0.316,0.116,239,13,0,0
176.59,20,Online,Grocery,India,0.035,0.094,776,10,0,0
67.24,5,Online,Grocery,Singapore,0.276,0.552,1707,9,1,0
54.39,16,Bank Transfer,Entertainment,Singapore,0.307,0.362,915,16,1,0
15.32,15,POS,Travel,UK,0.351,0.206,2525,15,1,0
110.28,14,ATM,Grocery,India,0.311,0.167,2828,23,0,0
5.96,19,Bank Transfer,Travel,India,0.28,0.625,1252,8,0,0
127.54,3,POS,Electronics,UAE,0.665,0.348,1703,14,1,0
15.0,9,ATM,Grocery,UAE,0.486,0.418,1800,15,1,0
70.35,19,Online,Utilities,India,0.374,0.096,811,9,0,0
59.19,21,Bank Transfer,Grocery,USA,0.542,0.115,1444,7,1,0
214.76,0,Bank Transfer,Electronics,India,0.209,0.053,645,11,0,1
55.78,11,Bank Transfer,Travel,India,0.272,0.46,2898,7,0,0
33.31,6,POS,Travel,UAE,0.219,0.474,1566,18,1,0
40.18,4,ATM,Grocery,UAE,0.235,0.36,1266,12,1,0
238.15,1,Bank Transfer,Utilities,UAE,0.403,0.194,604,19,1,0
114.01,12,Online,Utilities,India,0.228,0.455,437,8,0,0
45.35,16,Online,Grocery,India,0.312,0.127,241,11,0,0
52.64,12,POS,Travel,Singapore,0.362,0.2,902,8,1,0
13.91,8,Bank Transfer,Utilities,USA,0.495,0.43,1872,9,1,0
98.34,18,POS,Electronics,India,0.216,0.442,2805,11,0,0
11.48,15,POS,Grocery,India,0.177,0.189,2005,16,0,0
141.43,21,Bank Transfer,Grocery,India,0.142,0.089,486,16,0,0
75.84,8,Bank Transfer,Electronics,India,0.555,0.315,223,13,0,0
725.57,5,Bank Transfer,Food,Singapore,0.248,0.265,1547,14,1,0
22.19,10,Online,Food,India,0.221,0.201,1517,10,0,0
60.18,12,POS,Grocery,India,0.367,0.105,222,7,0,0
402.74,10,Online,Electronics,India,0.143,0.209,1715,13,0,0
219.51,19,POS,Travel,India,0.572,0.223,320,7,0,0
33.24,1,Bank Transfer,Food,India,0.238,0.276,1906,11,0,0
83.43,12,Online,Travel,India,0.446,0.517,2952,15,0,0
66.82,10,Online,Travel,USA,0.222,0.334,25,19,1,0
88.41,5,POS,Entertainment,India,0.403,0.047,827,19,0,0
33.16,15,Online,Food,India,0.27,0.371,2382,15,0,0
60.99,19,Bank Transfer,Electronics,India,0.284,0.299,2196,10,0,0
13.49,13,ATM,Grocery,India,0.399,0.069,1586,25,0,0
76.33,2,POS,Grocery,India,0.257,0.276,2800,13,0,0
104.59,1,POS,Entertainment,USA,0.27,0.128,1238,11,1,0
53.12,10,Online,Utilities,India,0.374,0.328,1996,9,0,0
13.26,16,POS,Food,India,0.195,0.396,1318,5,0,0
179.21,7,Bank Transfer,Grocery,India,0.428,0.111,2906,4,0,0
96.02,7,Online,Electronics,India,0.31,0.527,1359,11,0,0
32.27,20,POS,Travel,India,0.161,0.253,341,9,0,0
50.37,0,ATM,Grocery,India,0.289,0.235,2553,9,0,0
14.87,1,Online,Grocery,India,0.154,0.101,1226,6,0,0
23.92,3,POS,Electronics,India,0.256,0.165,2063,7,0,0
38.95,23,Online,Electronics,USA,0.279,0.17,1216,15,1,0
227.79,11,POS,Food,India,0.037,0.006,858,9,0,0
35.18,3,Online,Entertainment,UAE,0.31,0.361,746,8,1,0
126.5,7,ATM,Travel,India,0.186,0.074,38,23,0,0
38.93,23,Bank Transfer,Travel,India,0.182,0.133,273,17,0,0
85.45,16,POS,Entertainment,USA,0.335,0.484,1130,11,1,0
57.89,5,Online,Travel,India,0.129,0.415,2326,6,0,0
159.66,5,POS,Grocery,UAE,0.177,0.027,569,15,1,0
39.06,1,Online,Utilities,UAE,0.532,0.399,2091,5,1,0
13.84,18,POS,Travel,Singapore,0.095,0.097,1821,9,1,0
16.74,3,Online,Grocery,India,0.256,0.354,2066,6,0,0
39.18,6,POS,Entertainment,UAE,0.181,0.146,1922,14,1,0
19.12,8,Bank Transfer,Food,India,0.318,0.173,2556,7,0,0
100.51,14,Bank Transfer,Grocery,Singapore,0.161,0.189,968,14,1,0
41.86,14,POS,Utilities,India,0.2,0.259,2008,12,0,0
716.66,19,ATM,Travel,UAE,0.172,0.181,2589,15,1,0
11.73,7,POS,Entertainment,USA,0.477,0.367,1981,8,1,0
81.75,9,ATM,Food,India,0.317,0.226,2946,11,0,0
21.59,9,POS,Entertainment,UAE,0.153,0.469,2467,12,1,0
40.72,1,POS,Entertainment,USA,0.086,0.421,1410,13,1,1
76.82,17,Online,Entertainment,UAE,0.163,0.039,2318,10,1,0
6.52,12,Online,Grocery,India,0.553,0.422,1417,11,0,0
84.51,11,Online,Utilities,India,0.127,0.018,2726,8,0,0
447.16,23,Online,Grocery,USA,0.257,0.326,236,10,1,0
42.38,4,POS,Travel,India,0.263,0.554,2975,9,0,0
86.47,23,POS,Electronics,UK,0.27,0.907,2635,18,1,0
185.85,16,Online,Travel,USA,0.052,0.202,898,4,1,0
56.6,5,Online,Food,India,0.063,0.181,430,12,0,0
37.3,16,POS,Grocery,USA,0.281,0.533,1739,13,1,1
6.85,18,Online,Electronics,India,0.241,0.054,1885,10,0,0
126.59,8,Online,Electronics,UK,0.226,0.273,1115,18,1,0
59.55,8,Online,Food,Singapore,0.113,0.413,1936,12,1,0
24.22,20,ATM,Food,India,0.371,0.395,1603,10,0,0
75.69,3,Online,Entertainment,India,0.082,0.373,1036,9,0,0
37.2,0,Online,Grocery,India,0.021,0.304,1439,17,0,1
39.31,15,Online,Utilities,India,0.249,0.298,298,14,0,0
122.28,21,POS,Electronics,Singapore,0.248,0.276,1632,6,1,0
17.49,12,POS,Electronics,India,0.442,0.34,1963,8,0,0
190.06,3,POS,Food,India,0.221,0.36,2894,11,0,0
16.48,12,ATM,Grocery,India,0.351,0.152,1026,16,0,0
34.37,6,POS,Entertainment,USA,0.242,0.112,264,17,1,0
456.21,19,Online,Travel,UK,0.421,0.399,459,13,1,0
205.89,14,Online,Utilities,India,0.112,0.29,2637,8,0,0
73.52,8,Online,Grocery,India,0.475,0.365,2741,10,0,0
26.04,14,ATM,Utilities,India,0.165,0.311,2355,16,0,0
39.28,16,Online,Electronics,India,0.065,0.245,1460,10,0,1
71.76,16,POS,Food,India,0.248,0.162,2947,14,0,0
69.24,8,ATM,Utilities,UK,0.366,0.165,2101,19,1,0
60.89,13,Online,Grocery,India,0.142,0.569,674,14,0,0
64.66,1,POS,Electronics,India,0.254,0.404,902,10,0,0
53.82,9,ATM,Utilities,India,0.063,0.569,2835,14,0,0
15.77,9,Online,Grocery,UK,0.29,0.154,445,14,1,0
39.78,12,POS,Grocery,India,0.058,0.169,2157,7,0,0
166.44,22,Bank Transfer,Food,India,0.025,0.233,104,12,0,0
16.97,22,Online,Grocery,UK,0.068,0.182,2096,15,1,0
55.17,11,Online,Utilities,India,0.055,0.253,1034,12,0,0
29.38,15,POS,Utilities,UK,0.327,0.559,49,12,1,0
74.54,2,POS,Travel,UK,0.3,0.204,151,14,1,0
45.21,11,Online,Travel,Singapore,0.056,0.231,559,10,1,0
292.19,16,Online,Entertainment,India,0.435,0.366,2970,9,0,0
110.67,16,Online,Food,India,0.124,0.344,2922,14,0,0
17.96,23,ATM,Entertainment,Singapore,0.076,0.591,700,13,1,0
130.48,11,POS,Utilities,India,0.632,0.382,900,11,0,0
30.73,21,ATM,Electronics,India,0.089,0.172,378,12,0,0
37.45,23,ATM,Travel,India,0.233,0.241,1500,18,0,0
91.27,13,ATM,Food,India,0.22,0.168,2463,15,0,0
40.78,2,ATM,Food,India,0.368,0.292,1599,9,0,0
162.85,9,Bank Transfer,Electronics,UAE,0.224,0.277,2397,9,1,0
30.74,18,POS,Travel,USA,0.174,0.152,2915,10,1,0
35.91,13,Online,Travel,India,0.656,0.192,2990,14,0,0
34.59,22,Bank Transfer,Food,UAE,0.094,0.098,996,16,1,0
37.88,19,Online,Electronics,USA,0.234,0.279,732,13,1,0
200.17,1,POS,Electronics,India,0.444,0.532,1466,5,0,0
125.06,20,Bank Transfer,Grocery,USA,0.338,0.244,145,11,1,0
368.69,8,POS,Utilities,India,0.078,0.437,1351,9,0,0
643.96,19,POS,Entertainment,India,0.305,0.488,2169,16,0,0
23.79,12,POS,Utilities,India,0.411,0.244,581,14,0,0
71.55,10,Online,Entertainment,India,0.188,0.282,2424,13,0,0
20.57,1,Online,Food,India,0.083,0.252,2562,15,0,0
30.64,2,Online,Travel,India,0.397,0.086,1050,14,0,0
35.51,14,Bank Transfer,Food,India,0.105,0.179,924,11,0,0
23.17,13,Online,Food,India,0.426,0.342,2807,10,0,0
23.29,13,Online,Utilities,India,0.504,0.152,2451,7,0,0
57.73,3,Bank Transfer,Travel,USA,0.126,0.302,2315,16,1,0
19.75,12,ATM,Grocery,Singapore,0.042,0.279,1012,14,1,0
154.8,1,POS,Grocery,India,0.49,0.336,1230,12,0,0
26.64,3,POS,Travel,UK,0.031,0.419,2084,10,1,0
1107.18,11,Online,Food,India,0.2,0.248,2159,12,0,0
42.46,14,ATM,Grocery,India,0.02,0.338,732,14,0,0
71.67,15,Online,Grocery,India,0.117,0.12,3,14,0,0
18.26,23,POS,Electronics,India,0.069,0.105,169,17,0,0
367.27,20,ATM,Entertainment,India,0.57,0.202,1019,19,0,0
204.28,9,Online,Electronics,UK,0.177,0.344,1399,13,1,0
89.74,18,Online,Travel,UK,0.211,0.292,510,9,1,1
17.34,2,Bank Transfer,Travel,UAE,0.252,0.184,93,16,1,0
82.32,20,ATM,Entertainment,UAE,0.595,0.373,916,10,1,0
21.73,9,Online,Electronics,India,0.016,0.308,2615,12,0,0
287.83,18,Online,Electronics,India,0.293,0.402,627,14,0,0
149.78,23,Online,Entertainment,India,0.316,0.118,1988,16,0,0
73.36,16,Online,Electronics,India,0.419,0.113,2145,11,0,0
5.83,22,Online,Electronics,Singapore,0.295,0.115,1864,13,1,0
24.94,0,ATM,Entertainment,India,0.071,0.112,2487,12,0,0
132.66,4,Online,Travel,India,0.363,0.206,862,9,0,0
224.28,15,Online,Food,India,0.159,0.098,541,15,0,0
202.18,12,POS,Food,Singapore,0.024,0.445,492,11,1,0
13.57,2,ATM,Travel,India,0.22,0.217,1252,16,0,0
90.16,17,Online,Grocery,USA,0.471,0.523,1570,9,1,1
184.11,1,POS,Utilities,India,0.122,0.158,1796,17,0,0
12.7,23,Online,Travel,India,0.535,0.578,2650,8,0,0
66.16,3,POS,Electronics,India,0.575,0.399,434,13,0,0
87.69,10,Bank Transfer,Food,UK,0.492,0.097,1830,14,1,0
49.36,19,Bank Transfer,Grocery,UK,0.421,0.38,1082,8,1,0
10.46,12,Online,Grocery,India,0.591,0.565,2071,9,0,0
48.15,17,Online,Electronics,India,0.519,0.726,587,12,0,0
48.07,16,ATM,Utilities,India,0.255,0.105,51,14,0,0
57.51,22,Online,Food,India,0.64,0.096,1686,16,0,0
37.96,11,Bank Transfer,Food,India,0.519,0.305,913,8,0,0
42.82,23,POS,Food,India,0.708,0.37,2706,7,0,0
64.09,12,POS,Utilities,USA,0.261,0.419,2191,12,1,0
103.8,21,Online,Utilities,UK,0.401,0.058,1389,9,1,0
49.18,17,POS,Grocery,USA,0.249,0.092,1146,12,1,0
44.27,3,Online,Food,USA,0.17,0.117,2013,9,1,0
73.14,15,ATM,Food,UAE,0.326,0.048,1380,11,1,0
9.77,21,POS,Travel,UAE,0.237,0.052,2161,9,1,0
107.45,3,Online,Utilities,India,0.04,0.183,2194,7,0,0
66.65,20,Online,Travel,India,0.293,0.288,2971,10,0,0
69.39,2,ATM,Utilities,India,0.129,0.175,935,12,0,0
174.29,20,Online,Grocery,Singapore,0.283,0.171,1884,6,1,0
9.46,18,POS,Food,India,0.314,0.053,1483,11,0,0
9.26,3,Online,Entertainment,India,0.307,0.479,555,7,0,0
87.69,17,Online,Food,India,0.143,0.497,692,12,0,0
66.21,2,ATM,Grocery,India,0.218,0.125,32,8,0,0
79.06,13,Online,Grocery,India,0.541,0.449,899,14,0,0
42.01,22,POS,Food,UK,0.242,0.567,417,8,1,0
129.59,4,ATM,Utilities,India,0.371,0.406,554,6,0,0
169.46,4,Online,Food,Singapore,0.11,0.243,374,10,1,0
108.2,10,POS,Grocery,India,0.237,0.695,6,14,0,0
51.38,8,Online,Entertainment,Singapore,0.018,0.384,1569,17,1,0
8.1,1,Bank Transfer,Electronics,India,0.557,0.48,2792,11,0,0
143.92,10,ATM,Grocery,India,0.291,0.262,1318,6,0,0
226.27,6,POS,Electronics,UAE,0.64,0.366,1517,13,1,0
127.05,2,ATM,Travel,UAE,0.403,0.239,1844,11,1,0
27.67,6,POS,Utilities,Singapore,0.102,0.203,1743,15,1,0
130.82,0,Online,Utilities,UAE,0.607,0.025,234,8,1,0
157.67,21,Online,Grocery,India,0.057,0.138,1336,11,0,0
316.97,23,POS,Food,India,0.343,0.114,2461,6,0,0
27.77,8,POS,Grocery,India,0.313,0.153,649,16,0,0
53.17,21,Bank Transfer,Electronics,Singapore,0.259,0.395,327,9,1,0
140.79,11,POS,Grocery,UK,0.121,0.411,1930,14,1,0
70.63,21,ATM,Entertainment,UAE,0.714,0.15,2050,16,1,0
21.82,4,Online,Grocery,Singapore,0.553,0.496,2173,11,1,0
100.95,6,Online,Utilities,India,0.405,0.492,2078,8,0,0
118.95,17,POS,Travel,India,0.541,0.147,891,12,0,0
72.82,5,POS,Travel,India,0.217,0.396,1704,10,0,0
83.06,19,POS,Utilities,India,0.239,0.38,2552,18,0,0
51.49,10,Online,Utilities,UK,0.154,0.166,525,13,1,0
292.45,9,Bank Transfer,Grocery,India,0.563,0.335,2077,8,0,0
27.09,10,Bank Transfer,Grocery,UAE,0.457,0.464,1839,12,1,0
37.07,19,POS,Utilities,USA,0.697,0.206,820,10,1,0
67.42,0,POS,Utilities,India,0.324,0.464,2774,15,0,0
160.61,18,POS,Electronics,Singapore,0.24,0.521,496,15,1,0
14.92,18,Bank Transfer,Grocery,India,0.156,0.616,2415,19,0,0
17.99,19,POS,Grocery,USA,0.547,0.209,1704,7,1,0
8.69,23,POS,Travel,India,0.064,0.073,390,9,0,0
68.9,18,Online,Entertainment,India,0.54,0.128,1322,15,0,0
21.8,12,Online,Grocery,India,0.207,0.487,993,12,0,0
45.4,11,POS,Food,India,0.312,0.291,1251,10,0,0
129.2,9,Online,Entertainment,UK,0.233,0.53,2369,13,1,0
35.11,19,POS,Grocery,UAE,0.294,0.465,1927,7,1,0
84.04,9,POS,Utilities,Singapore,0.48,0.657,591,16,1,0
49.44,13,POS,Utilities,India,0.021,0.3,2229,9,0,0
130.6,2,Online,Travel,UAE,0.251,0.546,2145,16,1,0
107.25,7,Bank Transfer,Grocery,India,0.099,0.116,282,13,0,0
33.38,6,Online,Travel,India,0.103,0.106,2755,14,0,0
56.34,10,ATM,Travel,USA,0.375,0.422,20,19,1,0
189.38,12,POS,Travel,UAE,0.22,0.521,853,8,1,0
98.83,17,ATM,Utilities,UAE,0.059,0.548,871,13,1,0
16.49,10,Bank Transfer,Grocery,UK,0.097,0.248,283,13,1,0
128.46,3,Online,Travel,India,0.263,0.468,1989,14,0,0
22.54,13,Bank Transfer,Entertainment,India,0.064,0.223,1381,11,0,0
273.83,1,Online,Grocery,India,0.44,0.351,2447,13,0,0
185.69,20,ATM,Grocery,India,0.696,0.295,940,14,0,0
89.11,18,POS,Travel,India,0.119,0.144,2564,6,0,0
78.04,5,Online,Utilities,India,0.136,0.207,1527,6,0,0
54.11,6,Online,Utilities,India,0.232,0.126,17,14,0,0
131.44,0,Bank Transfer,Utilities,India,0.096,0.126,908,15,0,0
46.03,8,Bank Transfer,Utilities,USA,0.097,0.082,1086,14,1,0
84.4,0,Online,Grocery,India,0.077,0.375,1511,10,0,0
159.48,22,Bank Transfer,Electronics,India,0.114,0.538,2113,13,0,0
38.02,3,Bank Transfer,Food,USA,0.453,0.506,474,8,1,0
36.01,15,Online,Grocery,USA,0.32,0.109,2420,13,1,0
20.2,13,POS,Utilities,India,0.448,0.402,519,11,0,0
23.0,5,POS,Food,India,0.25,0.427,2984,13,0,0
10.71,19,POS,Utilities,UAE,0.254,0.331,1154,12,1,0
138.36,2,POS,Travel,UK,0.214,0.368,2812,17,1,0
407.04,21,Bank Transfer,Entertainment,India,0.246,0.291,269,12,0,0
277.36,17,POS,Grocery,India,0.257,0.241,610,14,0,0
13.12,15,Online,Grocery,India,0.446,0.304,2951,10,0,0
137.67,21,Online,Food,India,0.171,0.123,503,13,0,0
276.47,9,Online,Grocery,India,0.226,0.121,968,14,0,0
42.23,6,POS,Travel,UAE,0.226,0.478,1683,14,1,0
73.81,3,Online,Entertainment,India,0.415,0.251,600,8,0,0
8.95,22,Online,Electronics,India,0.498,0.442,1044,13,0,0
87.07,9,Online,Electronics,UK,0.273,0.161,2110,10,1,0
23.02,19,POS,Travel,India,0.497,0.553,1437,9,0,0
81.42,7,ATM,Entertainment,India,0.34,0.519,1263,14,0,0
14.0,22,POS,Utilities,India,0.119,0.366,2011,11,0,0
114.76,20,Online,Entertainment,India,0.218,0.236,2873,8,0,0
185.77,7,Online,Electronics,India,0.382,0.56,2526,9,0,0
30.47,11,POS,Electronics,UAE,0.097,0.439,159,8,1,0
21.39,19,ATM,Grocery,India,0.316,0.088,1887,13,0,0
7.72,5,POS,Grocery,Singapore,0.264,0.227,1437,9,1,0
51.09,0,Bank Transfer,Travel,India,0.462,0.192,1291,14,0,0
37.28,6,Bank Transfer,Electronics,UK,0.088,0.202,704,10,1,0
14.14,14,Online,Utilities,India,0.126,0.226,802,16,0,0
104.9,3,POS,Utilities,USA,0.304,0.203,2109,14,1,0
42.52,8,POS,Grocery,India,0.471,0.254,2922,6,0,0
22.74,22,Bank Transfer,Travel,India,0.339,0.122,1637,7,0,0
38.3,1,Online,Grocery,India,0.473,0.273,625,11,0,0
194.67,1,POS,Grocery,India,0.469,0.19,715,11,0,0
121.87,10,Online,Electronics,UK,0.662,0.532,569,10,1,0
58.56,0,POS,Utilities,India,0.132,0.371,1575,10,0,0
123.85,0,Online,Travel,India,0.398,0.336,2125,19,0,0
20.89,4,Online,Entertainment,UAE,0.37,0.553,2335,11,1,0
68.88,2,POS,Electronics,India,0.244,0.22,1935,18,0,0
77.27,19,ATM,Food,India,0.127,0.405,2924,14,0,0
41.69,2,POS,Utilities,Singapore,0.583,0.144,2680,8,1,0
103.08,12,Online,Entertainment,USA,0.103,0.056,681,17,1,0
30.56,16,Online,Entertainment,India,0.367,0.147,2737,16,0,0
111.03,15,Bank Transfer,Electronics,India,0.107,0.368,163,10,0,0
115.8,15,Online,Grocery,India,0.128,0.141,2233,23,0,0
3.61,8,Bank Transfer,Utilities,India,0.253,0.132,1697,12,0,0
219.27,21,Online,Utilities,UK,0.468,0.532,85,11,1,0
3.17,1,Bank Transfer,Utilities,UAE,0.445,0.087,925,8,1,0
36.02,2,POS,Electronics,India,0.037,0.221,2603,19,0,0
185.93,20,ATM,Travel,India,0.502,0.38,2234,13,0,0
48.56,1,POS,Travel,USA,0.428,0.228,1700,6,1,0
15.39,4,Bank Transfer,Electronics,India,0.191,0.251,2304,12,0,0
22.34,4,Bank Transfer,Electronics,UK,0.247,0.369,585,17,1,0
186.22,0,Online,Travel,India,0.168,0.09,568,15,0,0
9.76,2,Online,Utilities,India,0.456,0.11,1853,17,0,0
206.23,13,Online,Food,USA,0.149,0.114,1342,14,1,0
63.11,15,POS,Travel,UAE,0.311,0.362,682,10,1,0
20.24,1,Online,Food,India,0.392,0.18,72,16,0,0
37.22,22,Online,Entertainment,Singapore,0.452,0.238,1319,11,1,0
24.11,2,Online,Food,India,0.32,0.479,2176,8,0,0
158.57,16,POS,Utilities,India,0.714,0.534,1142,8,0,0
138.72,19,Bank Transfer,Utilities,India,0.354,0.242,1641,14,0,0
11.95,12,POS,Electronics,India,0.242,0.271,582,9,0,0
44.54,11,Online,Electronics,USA,0.186,0.258,2937,14,1,0
28.13,2,POS,Travel,India,0.232,0.322,2426,11,0,0
243.11,5,POS,Entertainment,India,0.455,0.214,1015,6,0,0
17.29,20,POS,Utilities,India,0.107,0.407,1463,9,0,0
331.7,8,Online,Food,UK,0.179,0.109,1971,18,1,0
64.5,0,Online,Travel,UAE,0.432,0.087,437,7,1,0
20.86,17,Online,Food,India,0.193,0.143,1718,11,0,0
33.88,16,Online,Entertainment,India,0.244,0.17,713,12,0,0
29.92,1,Online,Grocery,UAE,0.161,0.329,1665,18,1,0
18.64,1,POS,Food,India,0.257,0.414,1494,8,0,0
73.32,2,POS,Food,UK,0.582,0.342,1273,10,1,1
19.53,1,Online,Food,India,0.543,0.135,1910,16,0,0
7.54,14,Online,Food,Singapore,0.097,0.426,1119,16,1,0
45.62,3,Online,Utilities,India,0.375,0.273,2310,14,0,0
10.99,14,POS,Grocery,India,0.369,0.553,690,14,0,0
31.43,4,ATM,Food,India,0.069,0.181,138,5,0,0
26.87,23,POS,Entertainment,India,0.094,0.149,2074,11,0,0
27.9,17,Online,Entertainment,India,0.432,0.375,1796,13,0,0
493.22,8,POS,Electronics,UAE,0.048,0.08,2111,12,1,0
70.56,10,Online,Utilities,India,0.184,0.306,1167,7,0,0
85.23,1,Online,Travel,India,0.289,0.229,2001,13,0,0
11.29,1,ATM,Electronics,India,0.039,0.316,141,10,0,0
